,Window,Status,GRE,GPA,Work Experience,TOEFL,IELTS
164,F2020,Reject,311.0,65.7,24.0,96.0,
165,F2021,Reject,308.0,57.0,20.0,,6.5
166,F2020,Reject,303.0,72.96,17.0,,6.5
167,F2020,Reject,310.0,66.595,,,7.5
168,S2021,Reject,305.0,64.5,,93.0,
169,F2021,Reject,311.0,59.0,20.0,94.0,
170,F2020,Reject,314.0,66.12,24.0,95.0,
171,F2020,Reject,298.0,79.0,15.0,,7.0
172,F2020,Reject,298.0,78.48,18.0,,6.5
173,F2021,Reject,299.0,66.88,51.0,91.0,
174,F2020,Reject,300.0,60.800000000000004,,,7.0
175,S2021,Reject,302.0,75.6,23.0,,7.0
176,F2020,Reject,307.0,74.1,15.0,101.0,
177,F2020,Reject,303.0,70.3,,93.0,
178,S2021,Reject,305.0,64.125,13.0,98.0,
179,F2020,Reject,301.0,57.095,30.0,94.0,
180,F2020,Reject,304.0,76.665,17.0,,7.0
181,F2020,Reject,307.0,74.32,35.0,96.0,
182,F2020,Reject,314.0,72.0,22.0,104.0,
183,F2020,Reject,301.0,67.83,1.0,,7.0
184,F2021,Reject,310.0,72.0,42.0,110.0,
185,F2020,Reject,288.0,67.37,15.0,87.0,
186,F2020,Reject,302.0,59.565,23.0,,7.5
187,F2021,Reject,299.0,79.8,,,7.0
188,F2020,Reject,303.0,64.315,19.0,,6.5
189,F2020,Reject,310.0,66.0,60.0,110.0,
190,F2020,Reject,322.0,58.9,21.0,104.0,
191,F2020,Reject,316.0,70.11,30.0,104.0,
192,F2020,Reject,308.0,69.825,44.0,,7.5
193,F2020,Reject,303.0,57.949999999999996,26.0,,6.5
194,F2021,Reject,298.0,69.065,17.0,,7.0
195,F2020,Reject,310.0,53.199999999999996,1.0,96.0,
196,F2021,Reject,298.0,62.25,19.0,94.0,
197,S2021,Reject,309.0,78.85000000000001,2.0,90.0,
198,F2020,Reject,301.0,69.38,24.0,,7.0
199,F2020,Reject,305.0,80.56,19.0,,8.0
200,F2020,Reject,310.0,79.0,55.0,98.0,
