,Window,Status,GRE,GPA,Work Experience,TOEFL,IELTS
165,F2021,Admit,320.0,80.75,36.0,114.0,
166,F2021,Admit,,80.655,19.0,,7.0
167,F2021,Admit,304.0,65.0,20.0,96.0,
168,F2021,Admit,320.0,61.084999999999994,2.0,112.0,
169,F2021,Admit,308.0,66.0,41.0,109.0,
170,F2021,Admit,310.0,88.35000000000001,56.0,99.0,
171,F2021,Admit,,71.63,31.0,101.0,
172,F2021,Admit,317.0,79.70500000000001,7.0,,8.5
173,F2021,Admit,311.0,80.94,48.0,99.0,
174,F2021,Admit,306.0,76.665,6.0,104.0,
175,F2021,Admit,307.0,60.135,18.0,112.0,
176,F2021,Admit,317.0,84.26499999999999,,106.0,
177,F2020,Admit,303.0,80.0,30.0,100.0,
178,F2021,Admit,319.0,82.08000000000001,19.0,,7.5
179,F2020,Admit,322.0,80.17999999999999,,108.0,
180,F2021,Admit,305.0,85.0,27.0,,8.0
181,F2020,Admit,315.0,71.25,28.0,109.0,
182,F2021,Admit,314.0,64.98,,,8.0
183,F2021,Admit,315.0,78.85000000000001,21.0,110.0,
184,F2021,Admit,307.0,74.29,22.0,108.0,
185,F2021,Admit,317.0,82.64999999999999,,,7.0
186,S2020,Admit,309.0,74.48,,,7.0
187,F2021,Admit,,73.435,39.0,111.0,
188,F2021,Admit,314.0,80.56,,112.0,
189,F2021,Admit,305.0,69.35,18.0,108.0,
190,F2021,Admit,,,,,
191,F2021,Admit,314.0,82.08000000000001,19.0,102.0,
192,F2021,Admit,306.0,80.94,44.0,102.0,
193,F2021,Admit,316.0,74.1,14.0,,7.5
194,F2021,Admit,305.0,75.715,,,6.5
195,F2021,Admit,320.0,72.53,18.0,100.0,
196,F2021,Admit,305.0,78.755,13.0,,7.5
197,F2021,Admit,321.0,75.05,13.0,106.0,
198,F2021,Admit,307.0,84.92999999999999,19.0,,7.0
199,F2020,Admit,315.0,73.1,13.0,,7.5
200,F2021,Admit,307.0,64.98,1.0,90.0,
0,F2021,Reject,314.0,83.60000000000001,6.0,,7.0
1,F2021,Reject,317.0,72.675,,,6.5
2,F2021,Reject,313.0,64.79,,,7.0
3,F2021,Reject,313.0,78.375,,,8.0
4,[],,,,,,8.0
